project_key,project_name,project_type,summary,description,issue_type,reporter,priority,duedate
LWPWF,dz7TilpuasPdY0L,software,GXpdd1byWzJTH0CbfpvJ,U7Hk5SonK333Bv0eH58gVoiSpdn7xVgNpl hS465KQeHTd8RWK,Story,User22,Low,2023-8-10
LWPWF,dz7TilpuasPdY0L,software,Z54ZKZGLeP9VLFmLltO5,EKaoG1qsX1rBgBsEujj6hYsnasRFhq0eCqjGCmkPlGoICtqsTa,Bug,User21,High,2023-8-11
LWPWF,dz7TilpuasPdY0L,software,UzkBtBSO4Ap5H6KgEDSM,MRdekMXs9nm LMchmur8GZfgryfeUd7YEjyo05h0Qf1fNPrUmP,Story,User36,High,2023-5-23
LWPWF,dz7TilpuasPdY0L,software,ilqqMUq3v6WPS3ySKE3I,Ebdkq3PV5RojjNkI5qt2kw1sQk6BaCroxqIntCjWkypQ3bHotK,Epic,User93,Low,2023-2-22
LWPWF,dz7TilpuasPdY0L,software,344SaLFOJiftJtcdqFSA,rPcoJyYodzAZ4RoqMSxyL0OH2DV 8edIoU1KpJyJv2DuDjpptw,Bug,User67,High,2023-3-12
LWPWF,dz7TilpuasPdY0L,software,0mPi1OvmgWeSPGz1bhfD,VYz3bTimjKTb2a26ZhArURXJKNBXb1pgUyQdQt5ynFb1HSJdqE,Bug,User24,High,2023-6-14
LWPWF,dz7TilpuasPdY0L,software,dUcYvJAcoFwOls9x5KgR,mHEI6sPD2NpRzyn8VLpOBhZQ9bsqaO U8a9 mex1 x2J2 zTaf,Task,User13,Medium,2023-2-8
LWPWF,dz7TilpuasPdY0L,software,VaqBt9nsOF2EIrDtboxU,ub6lQ XV5eoSLmvubtLW4WGePz2Uwd 8MgXKY39JULTarb jTG,Story,User97,Medium,2023-3-14
LWPWF,dz7TilpuasPdY0L,software,NtIcm c7pGIa5cpaEe5r,uxU82QXC9icx9aJeLqOh21NftQB1Ptq39PSK3OWJo36 kz4Gfy,Story,User81,High,2023-5-24
LWPWF,dz7TilpuasPdY0L,software,BvNQ9TmSEumYmGvhvXXD,3DQ7GJgtnZU65QLeqnf TdZ9oH huNjc3qspt8BNa3l5UkqW12,Bug,User38,Medium,2023-8-23
LWPWF,dz7TilpuasPdY0L,software,l96LNKVJLumr6FrFIgIn,N4 HWwSnwdCU YA0vpLmwxZjm PlqCW7FBi9yfAk3aCzoqppvZ,Epic,User23,Medium,2023-12-4
LWPWF,dz7TilpuasPdY0L,software,i6miYILA0oTGkShqsdjO,CqUChhcKS7XrkTKPVrXkulMy9IvYHuT0kyY2QDqMgfPSen7W2g,Story,User4,Medium,2023-6-3
LWPWF,dz7TilpuasPdY0L,software,1sgONOWMkTNI DAWKBMP,j7RFFcY1xHGBivtj7L1uPjRiFc9PUwk3AKuGXDVDq7GTcf1hbl,Bug,User96,High,2023-1-26
LWPWF,dz7TilpuasPdY0L,software,HHSgNnSFhp6vNj7yuLQQ,XmQOiwiuV gghih1eKss2QjRn80XZxJHxrFbBZ1eCH0IrnRfRr,Bug,User84,Medium,2023-9-16
LWPWF,dz7TilpuasPdY0L,software,GTnmahf7fgDF3i2lmbtw,QwitarCr3M8sXPGwfwLbO42Dp8Jn5QAILa5BFm1gFj8aV21GTl,Epic,User91,Low,2023-3-4
LWPWF,dz7TilpuasPdY0L,software,66PLmi8JFEGB4y9bg1Ai,o5E9wywGdfhv23FAQwyOmbKjvqeD7olR0SvCIxe7WGbL4J9DOn,Bug,User83,Low,2023-11-3
LWPWF,dz7TilpuasPdY0L,software,zpAPIrKMcPDr Hbogq15,YCIqJSTplREIxEhdy20dn1Z4cyn48z995vWHJP7DgXAhpwMKAO,Task,User83,Medium,2023-11-22
LWPWF,dz7TilpuasPdY0L,software,NjuwkkiobUdUZP4KhQw0,I2PDJlQ6MzJo MPqc3vkO3Vf k9Mjx6M1hjgr2GdP i4wuRhn1,Story,User17,Medium,2023-2-20
LWPWF,dz7TilpuasPdY0L,software,VBXIlifqZkE5ZyQ4fBmn,CCeE0cEWewQGKpz1KiXbIySJd7svE 08hhEN706I99zSQMLcGv,Task,User67,Medium,2023-5-4
LWPWF,dz7TilpuasPdY0L,software,Pr55kis1uz72Tvrmc4ED,KJpI eMFN2dOpLbLR4 VeC5EVYR2pnkfRzwYv6dICDprOQ4xy0,Story,User69,Medium,2023-1-12
LWPWF,dz7TilpuasPdY0L,software,K8ddSldu8QnxBrJWshcH,CUAcvGgvGnWmZmrkQl7tUTAwVpS7jvxPuwVbowgkBdhx7IwddB,Story,User68,Medium,2023-1-10
LWPWF,dz7TilpuasPdY0L,software,G3xxVplOvon32iUp3slk,Ql5Q70nnkHIRCitDvqFs5B8kTlYaV1BaZbXVSg0FD9KfmNg9zS,Bug,User92,Low,2023-6-19
LWPWF,dz7TilpuasPdY0L,software,viTKEfhNGWyS 3L7Cj79,VphlAYVnIQogSD6 VXLWn9cEPT6z6me Fhxiyosf4wHHCg3kUV,Epic,User24,Medium,2023-12-20
LWPWF,dz7TilpuasPdY0L,software,FNcX59TgTyvMQZjf3k3p,CYF07OXa2e8X0gMf35 h3YUaDtEkrAu3UX4Ai Oui11ETqfkVA,Story,User60,Medium,2023-11-8
LWPWF,dz7TilpuasPdY0L,software,Chonc7LiOC0TOOT48vf4,dHBOwqTkE1MvJ7mTerW4QaMcF48S8LDu89KV2yEVJBOi5Vp1fH,Task,User89,High,2023-1-15
LWPWF,dz7TilpuasPdY0L,software,4wqhN0yxgya81ajqH7JU,WiDmFbOW7cqb9Pfg6RLTg aPYN8Qxgoz31VZRoMr5IlyOGv8jK,Task,User36,High,2023-10-16
LWPWF,dz7TilpuasPdY0L,software,6UxQNOVPmgwFwxjm9 qG,7KNpKtTlPuAxkjRmsxINyngceNg12 PNAoMKLN6J2cXXkKCdyf,Story,User11,Low,2023-10-26
LWPWF,dz7TilpuasPdY0L,software,BnIdUJ4A V CQALopb3C,YRxJ5bpA1GBDUtIuMWqup HlTTQT3Nj47uRHSJEHJIP7cSOcVA,Story,User92,High,2023-12-9
LWPWF,dz7TilpuasPdY0L,software,Aec4AvTF02VXhGKp1K1j,INmjiZ0 gTx2kFr4p35LukBJOTxqtH4l5cFpuY5RLj1aaap yG,Bug,User43,Medium,2023-9-18
LWPWF,dz7TilpuasPdY0L,software,mpu6k5laZphw04RnOMDJ,1Wzo4tXGp07hFFqeSUyx4t2x4OdkRUND9A3fLtPNCYqr9p8KFz,Story,User19,Low,2023-10-26
LWPWF,dz7TilpuasPdY0L,software,6hbWmlMzN4q5ezkS97B9,knu5NN4 3E6fkEHeL3A0YB3dpwVHAjAMbN0Fh0C7IHyvy56Oi3,Story,User21,High,2023-2-25
LWPWF,dz7TilpuasPdY0L,software,sHQ9Z7FXLNmosqD5JnMa,wEoUWmmYZmvrwoKyF8HGYog4XTnJkOFAZNYYdc6TfAMIsm1oFJ,Story,User51,Medium,2023-3-19
LWPWF,dz7TilpuasPdY0L,software,FM79HlKcb t2BYLuHL1T,MntMP NJkn3O8ABmxup7MumLwe3CKDZxdWnNTQFx1l0jBWFpPv,Bug,User66,Low,2023-5-15
LWPWF,dz7TilpuasPdY0L,software,qh6Td4Q0I7ebJ4VEe6uT,VqX8kfyfK8xR2XNqlktpJbF4o6VykxnQ1zwTTvSLoNRWAYXTFk,Bug,User96,Low,2023-5-16
LWPWF,dz7TilpuasPdY0L,software,59fHuqQhJcsomRt9k3y1,uF8LEkSvzk3qIWCv7x54v62JnKnFEfkZQf1ylhM7r3CVHHHYN4,Story,User14,Medium,2023-9-26
LWPWF,dz7TilpuasPdY0L,software,1LhyyqFxJ6sLojxK4H64,6K7r6eEWwB1Y5RMXL2IKVeT5cH5PQKOWBSoQICB9bUMfk8h9ch,Task,User39,Medium,2023-3-23
LWPWF,dz7TilpuasPdY0L,software,WQ1Wg9ul9cN1Emc55ql5,2I2wKg0yxcM36MZVJwtosdVBHfLtdUyEjsMUvQt0PyQo3DhU1B,Task,User9,Low,2023-12-26
LWPWF,dz7TilpuasPdY0L,software,rOW9CXKILcrEwHXuzKUz,ANw8WGJmfmqbltqkwT3LnRVHS76RMXCHXXaWfumB3bRpmGCqwQ,Task,User39,High,2023-1-11
LWPWF,dz7TilpuasPdY0L,software,3DxfKsCAZ dq6KcddoOd,DaFOmRT9vmvtW Usdi2IijJXiunEmMmU1OC2lBI50vOH5V4YaK,Task,User48,Low,2023-1-24
LWPWF,dz7TilpuasPdY0L,software,n15bEWlK0ANQSbjJM6kt,lyp8S2PF7uYXs5KEugNWGaTwWGj0aozYHgCdBILeaqrEjdaawO,Epic,User95,Medium,2023-1-21
LWPWF,dz7TilpuasPdY0L,software,5PNAwEQ9scWPWKaKMfrq,CA3AZ2FyoP2GeTl1XfZdIAfvSZyoay7tCd8QFSV31cezE3p1l2,Story,User64,Low,2023-2-2
LWPWF,dz7TilpuasPdY0L,software,X0yq4NTxtjzYbYdKbFM7,va gsi0332lAR7Fk4oxDK HncsprYXCU4mgiE0QdqGI1Q9Bvnk,Epic,User53,Medium,2023-10-23
GYSXT,jw5hpyx6m5QgyVN,software,NWtVDxIKfW5LYDhAOZUt,XW6DghszNP4hL8ZL9Nz6dRwx6BSYa7deLmpsmbnMEw2AqV9Gy9,Bug,User42,Low,2023-4-17
GYSXT,jw5hpyx6m5QgyVN,software,A7jPencr50nvB8p1XNHv,EEsHSzZkMrgpdlOfcRmLYRXf9AgEFFSq blFT890rUqXyibsz1,Task,User94,High,2023-2-13
GYSXT,jw5hpyx6m5QgyVN,software,9AQiNB5KPb3NgTQ9QphJ,meK9kzbTlQovODIxVjbwsgNiWf0cy5ATzWcyZJXaFj48704Lfv,Story,User22,Medium,2023-3-21
GYSXT,jw5hpyx6m5QgyVN,software,IqWo96P Qzm7mc0n4a5F,tbKWu8CoL2IboKwpBlzgf7MJx1BH1iI 09vQeXSib9nPLHswmp,Bug,User31,Medium,2023-4-21
GYSXT,jw5hpyx6m5QgyVN,software,ymG2ocpqjoHzOozf1zWc,cDSYZU7hlQMBvSZA0rBU706BZ4dSYa0gFTUKzYOOcEbEubMHhN,Story,User40,High,2023-3-2
GYSXT,jw5hpyx6m5QgyVN,software,PfKcUummqaY5er0kmqFW,I6aeAtbWWZ8jQZVDjaMoctFXfhltHBT8QDdukDwhv43tLSapdZ,Epic,User36,Medium,2023-2-16
GYSXT,jw5hpyx6m5QgyVN,software,zbEIG9A5ggAFfSmxcnCb,XsfpcqCCZ81y7 oCxVWcJ1HtX9DqJnuLFzXrOMMz7ZfQv2gn8H,Task,User84,Medium,2023-3-6
GYSXT,jw5hpyx6m5QgyVN,software,DLLSLeJSPxArlSS9tDRd,soeA1eyAES7ojbYSS4PVSGPWzX2qAdq14VwVj40DCIBKAkkWdM,Task,User36,Low,2023-2-4
GYSXT,jw5hpyx6m5QgyVN,software,uFbNX9Wa3sriG1ZJrDmi,UFAxyNZdKlyCmN2XnVhgqp  oBXJhQ86fWxTHBp8qY32K6Ad11,Bug,User72,High,2023-10-8
GYSXT,jw5hpyx6m5QgyVN,software,c114W8RMpaef03pvhgqH,J4fWSjI67Y6Hva4WV6CStafQD4HPxBXfZQLgI yn0IdP1eDtOH,Story,User33,Medium,2023-3-2
GYSXT,jw5hpyx6m5QgyVN,software,xRpoxMmw8kFu0QsbKNjy,QfWzxgRmLS ZsRSlw0M2lJM2Z7p1nisp9mRuQzOpyiU6uIYq01,Story,User42,Low,2023-5-18
GYSXT,jw5hpyx6m5QgyVN,software,LgmWFQxj1GceRcZgi2YM,eDnmkckFYHzctid8MNmTUeRGoW1rVihkzEDeNqIY4StREYd8 D,Task,User76,Medium,2023-8-14
GYSXT,jw5hpyx6m5QgyVN,software,BWDbvNvgMpraoV69uuAI,tN9OXrjz6Tr PmaJAsAZFLHqa4kpkLNZHBz6uKrMCa7dypt1J9,Epic,User69,Low,2023-8-8
GYSXT,jw5hpyx6m5QgyVN,software,Xif5rSdJNLBH2NU6A4WJ,F v5ONmrJvyOo5dl40fKWfNHUUmHU7ClNJGH9pEPptBUja0s02,Epic,User98,Medium,2023-12-6
GYSXT,jw5hpyx6m5QgyVN,software,5bluovYCLfwuxwcjfqwg,POY3R13ozpiD5Bz1DwDRr6LtWzM9sstmvutJLkdIUycd2kmePd,Story,User75,High,2023-12-1
GYSXT,jw5hpyx6m5QgyVN,software,ix4EaS0LP8 3KJsVGkuV,rGeEKMqacBZ670CwsulRDbf8hvxQ6VjTJI3bA6xAYa1zjzSsb8,Epic,User67,High,2023-5-13
GYSXT,jw5hpyx6m5QgyVN,software,6XYrxKGYhWGRnuIuQHzr,VQJvpWLP3DAZfLuMXj3eu4mKUtCcTKXMwmIkn5inePlSWh8OFI,Bug,User16,High,2023-5-10
GYSXT,jw5hpyx6m5QgyVN,software,1JQbF8wR1HZuJJfIqQzw,9PrvbxjQLCYUwY7z7MQiVvAhcEOTcd6WdC0loOYn5k9m6pLC0x,Story,User63,Low,2023-11-15
GYSXT,jw5hpyx6m5QgyVN,software,x 6 L6nOEjUXjVi6 PaO,sTs9s9JGNEMuQZcowpRDtDOlOq3VBEvMl1UaJWAnPsphqKBR5j,Story,User43,High,2023-9-11
GYSXT,jw5hpyx6m5QgyVN,software,7NhRscB Clej7Dg7gh3B,ltqFDkMeQWGYGZj VzP9gvTgFaBZRK2HSRjvlNFE3x0URqckzo,Bug,User55,Medium,2023-10-21
GYSXT,jw5hpyx6m5QgyVN,software,DfMLTZj0ToAMwJADUEVX,a2Gk9zBbSzdBT6CuHJPxabu42ip3iznHhRMAzxgpIs6EZqHZiG,Bug,User49,Low,2023-4-28
GYSXT,jw5hpyx6m5QgyVN,software,9huWknWbapIBQOI3NZYk,NeESudXrhJ9OZVeGCmw1RGICQuaVNSA0f3rUqQvD0ZbCTwYPLf,Task,User61,Medium,2023-3-15
GYSXT,jw5hpyx6m5QgyVN,software,4kSwgPCE2ktd9o9LBAmx,k L7Gkuv9n3tmda8YpdmFV lIOGENOQvX6cUKM pysG9e74CbH,Task,User42,High,2023-11-13
GYSXT,jw5hpyx6m5QgyVN,software,evvcQCLFfsPrco1dexIs,Jj m2XpHG07SM9ytLogaLLktxF6WunPR lfI4dx5ynjWJ4mHRU,Task,User42,High,2023-5-25
GYSXT,jw5hpyx6m5QgyVN,software,Qse741K3j0FN3DiI7KfX,ea2bAJMSKHJAQ4CIRGQErXCyAr5wqVOhPdqbBoejxidQiavRBE,Story,User55,High,2023-2-22
GYSXT,jw5hpyx6m5QgyVN,software,yRfsDnzyaqbAuQtxfZzg,ym6DOOaHQ0Xm0Of821IuNKKVeokrSMJAhOoSRusZBW3bxahNih,Bug,User18,Low,2023-10-15
GYSXT,jw5hpyx6m5QgyVN,software,xfXqNpdxxrpvmy0CGNeq,39FzMenPMup5PeX9oFhr48M5MaN4IJ1BzSUEGLWxQ4YVM20bf4,Epic,User80,Low,2023-6-22
GYSXT,jw5hpyx6m5QgyVN,software,SceYUaicDuwtiigJepp1,yyM5jwUcO7VO9EJ4KdVY2UlQD1RIvLtqBRShcDP5UZThezMJBR,Epic,User70,High,2023-6-20
GYSXT,jw5hpyx6m5QgyVN,software,OPGhK1iqQvjg949gPGxK,RKoKGixuTyu ugFS3TBAALQXxC5zG1fpgO4khpJg97E4nVqIvG,Story,User5,High,2023-2-13
GYSXT,jw5hpyx6m5QgyVN,software,9MyLnruYUsg7Wpi5B2M ,bIZ2W8xCqKbewJS0EPUfBO18dmnuqymcSAaDPjlNvrxYRq4kgJ,Bug,User85,Medium,2023-7-25
GYSXT,jw5hpyx6m5QgyVN,software,hd5CasuXa0Rp8zqGGemJ,rNCcjvwNLYLPa7z8eZ1NjbDdoNB8 UgGChlTL0msjT7krf7hDh,Story,User66,High,2023-11-13
GYSXT,jw5hpyx6m5QgyVN,software,SjdTJ80ofF4grJ8gUjsf,HVPbWU92QjgniQU EQmYuyQNj8vRTEidFtnM3lodKhc0H504Aj,Task,User47,Low,2023-11-2
GYSXT,jw5hpyx6m5QgyVN,software,D7xCNxXb7THiJWvGZOdF,KQHETqsoWERFGHTv1K1P8ofpYi iQaGOijdIh1We5oR5SKTh9Y,Bug,User47,Low,2023-7-7
GYSXT,jw5hpyx6m5QgyVN,software, UiYyk9ybmkG0ykI2m0h,yn9hzISIli2Cd6hDt8eZtC5O8ZhvHDGkhIbnXhw9v8zjNpIn9T,Task,User93,Low,2023-2-19
GYSXT,jw5hpyx6m5QgyVN,software,Dvb DT2H8hmv7WejXdh9,hXV3Oh Vh6q4P6zj11Y5W4JGSWrdGsGJC79luLjx6SyYBy9uRO,Task,User80,High,2023-1-2
GYSXT,jw5hpyx6m5QgyVN,software,j fzEhbwS5DBdxS1dHUY,EqmTA8Kvrw5c0ByrW2amVrb bGB9KdnRb3fiz8KsOfuZCPvRMf,Task,User64,High,2023-11-2
GYSXT,jw5hpyx6m5QgyVN,software,b5ODeR AJC8nikGHqmQg,vVM9nJK1GUduKVmBk8opD7ygLk303f4yR41tatWD4esC xfqoM,Task,User64,High,2023-10-1
GYSXT,jw5hpyx6m5QgyVN,software,b3Ye0EhRwn7mTnkRp1 F,NOXdKUqOzzFHTkVm08T4ntEeP9e1k3MMLjIYUlRj266TIAjcN9,Task,User74,Low,2023-1-26
GYSXT,jw5hpyx6m5QgyVN,software,daD4AOyvRPP1Wb0hRN5V,MVIec60R65QMJunIc5DkkNv9RGAwjZrcTbsacIo kks4ypAhlp,Task,User99,Medium,2023-11-22
GYSXT,jw5hpyx6m5QgyVN,software,nPZeWfzRsWGhoxqCPk40,xQzsE7o2kTlppofGmgbyVnmtnI8Nez Ml73WuQ492dvaizCWpK,Epic,User66,Low,2023-6-9
GYSXT,jw5hpyx6m5QgyVN,software,MFDDKWEDbU OvL0JnosB,oYDJjTW0O1nKdTbEITvMqEBSbqIy3PRFxITX4R957FTeIO0c a,Story,User14,High,2023-1-27
GYSXT,jw5hpyx6m5QgyVN,software,TCh4wdtQ7rsiXBNyDHxX,4PvBTX8b7SpH9TaIzOddVEL7mE0f xVsEkDqHB01JdqCRkTb1b,Task,User43,High,2023-5-10
GYSXT,jw5hpyx6m5QgyVN,software,MdJXZS50SdJ PgrvSTx ,Dl7JXeChRiF4FP6UE6Gi F0YDq nPhTkjNo6vwvWtmc38zPKAk,Bug,User87,Medium,2023-8-24
GYSXT,jw5hpyx6m5QgyVN,software,I3rN9 nk4g7FldHiO sc,f0HrdTgvHip57ENOqSH0K6EWHDMZC9BOGN8 XyhZ9mSojL G8z,Bug,User88,High,2023-6-4
GYSXT,jw5hpyx6m5QgyVN,software,3KdcqWlfYQHE3miSNcrt,AWkthRgxE7sQbJBp1U35kQovfUsmYrErwmesvnirRJjzp1sEKs,Bug,User91,High,2023-3-28
GYSXT,jw5hpyx6m5QgyVN,software,Nh4g2mI5h9ISJKYeuEDI,CqDDOZCevcWF0bciDnl6sr6f2wVHahRQPxcfRmq9sBrpqexDl3,Task,User61,High,2023-12-20
GYSXT,jw5hpyx6m5QgyVN,software,8 zFSd45naFzrDsc2R1M,AKCEPuwEkECbhjAUNW7momSU9mYXvhsLEIzWYslFAkS1ViIHKm,Story,User47,High,2023-7-4
GYSXT,jw5hpyx6m5QgyVN,software,dlROl SQdRMmF8rywWTM,VSbMT4ONLrqFHJ03YfrzuED1zVFZjRV0vw6H7Bqa8u26gYmOwR,Bug,User25,Low,2023-7-24
GYSXT,jw5hpyx6m5QgyVN,software,Ux3P8Ao3Og7gBsLcHF6F,pGauHKL0c1PUXf3k5nTjpNLZQ6icJlu6WVIsUnU6RwqOAmQYL5,Task,User90,Medium,2023-7-26
GYSXT,jw5hpyx6m5QgyVN,software,yyvDKxvd3qzhNvIr 8w3,KB7StJ32IQVufefSyVkfvWSeqD JNa wWkrG7NjVsZEfGY9UNu,Epic,User46,High,2023-9-6
LTRVZ,UMnIo WkwF7KRCm,software,7zF62qcwXIBlb4alBO4u,xsaHqk3rexBs0tynWx1f77tKgz5QSACshekuJ4cNmRzkaDyxPC,Story,User38,High,2023-9-26
LTRVZ,UMnIo WkwF7KRCm,software,tWJoAZ y Cz2cY1LioBn,yMwaDHZS fG9s17GevJr06M309BgXC DCjdLqFW3kvlTuF9 eU,Story,User65,High,2023-1-6
LTRVZ,UMnIo WkwF7KRCm,software,PY2Drqng A8LdbTBaa7g,PEf0dHhjXzNLE2CylYPo75mHOM8aaVWfk0stYHDnSSymeMfvOc,Epic,User80,High,2023-7-11
LTRVZ,UMnIo WkwF7KRCm,software,jBHjHtPgMQ3cVs6Uw7wI,yRkeiDliRcAJiDKvrvsCoQI3q7vbzbzsJWKVnWWK0OPQKTgs1G,Bug,User53,High,2023-6-26
LTRVZ,UMnIo WkwF7KRCm,software,nn7rOzDBQSaZ0TEqkH7B, f1SIR0DNkwGtbvzbuBvBDWfh5oWNjsItJt3lO3YLYOK0Ka Un,Epic,User68,Medium,2023-9-2
LTRVZ,UMnIo WkwF7KRCm,software,0kBX39d9gXAoCtOxkeLv,Cvr C5bVsMoaQbxq1nMAWGzVnswMGfmRiq8SX5kZZJvE0myQHC,Epic,User94,Low,2023-7-13
LTRVZ,UMnIo WkwF7KRCm,software,7Edl0WnNIeKdkWej1aBI,WzECXlbIjtoAscnyGUARd knN1IRF4mKRua9i65xvqwK4y2C26,Bug,User30,Low,2023-1-21
LTRVZ,UMnIo WkwF7KRCm,software,RCTBB5nmAEFLykkPq IU,3NBfXXboomveVFrOC7ZTstzYJyP9oYGOXH9gtcgEAVtvC4TPpB,Epic,User37,High,2023-10-3
LTRVZ,UMnIo WkwF7KRCm,software,F5RJxaDtEg8EOyzZb2Q1,if5XJ8xCjDon XLg5sHWLvO7FPlsfc96nUEDXhN1Jqta92n7ef,Task,User83,Low,2023-1-2
LTRVZ,UMnIo WkwF7KRCm,software,1pbrIgUy29M9i5ys8NGT,oY8qfVT5oj5QC8hs23ruW3ioGuNmsFgXO0VLS07AQ7ulNYYs5P,Task,User17,High,2023-6-12
LTRVZ,UMnIo WkwF7KRCm,software,nTDHjAAgk6jvPuSUWHQ0,YzbS2N9bGtMeH6iunRSIuVUJY3Qm8peS2vJS6kTB96lOLeoPv3,Task,User4,Low,2023-1-28
LTRVZ,UMnIo WkwF7KRCm,software,11ndCnlKA7Yscv6YF5Fv,tt4SvgAZ4DwYrW1K0eIBdquBlFNz0MMA6YAGj3XQd7YBTozsyS,Epic,User1,High,2023-6-14
LTRVZ,UMnIo WkwF7KRCm,software,FkwXtAu0vxrBB MRAcgi,fFF5RrLQnnGCtwAyfGUyqjMT1XY 6e0dkjW4hcT5Uuy7AA55IC,Story,User87,High,2023-11-27
LTRVZ,UMnIo WkwF7KRCm,software,oOuX37jgL1tZG1XY8maQ,nGf8wQQrTh8pMJYfNW c8Qg1lRLoSfTdspMORjG8PuyxRWy2qW,Bug,User82,Low,2023-1-14
LTRVZ,UMnIo WkwF7KRCm,software,50v7NpfdgIqar1kLFKb0,g0vWpQIhJMalujDMIp wldT51YW5RNIPSRPY9WagvVnfvJmw1E,Task,User25,Medium,2023-9-2
LTRVZ,UMnIo WkwF7KRCm,software,AxktsKnCSgazlaOdSjZa,ospepKy9axvt0CRfRPv5xlVc5AATkYhnGjmCbT3RHQxWQeBKIG,Bug,User5,High,2023-8-12
LTRVZ,UMnIo WkwF7KRCm,software,IHevDf4dTkyn4lfM8dbD,z1gmLybKGvWW6hz2rDdjjHUfXUrFKniVOuyTt qnUrPsYSAypa,Epic,User36,High,2023-1-19
LTRVZ,UMnIo WkwF7KRCm,software,za3eq90iT3g3BVOG9dGT,JK7DONh7K nspRevnRF09ao81WScxuN7XPvfrHSBcyeu39zsW1,Story,User49,Medium,2023-8-3
LTRVZ,UMnIo WkwF7KRCm,software,hFcbXuZxSZeJLsSukDYI,G135uN kAr9cQgpLMikGrs6TgAi4hQVvHe2XDTrgs6Mpp36Uj8,Epic,User52,Medium,2023-1-23
LTRVZ,UMnIo WkwF7KRCm,software,OGEJ9AKNUmk0CwdUU1mm,nlZNFsC1lR23eMI G4VwJUEpm 9061kmreX4T6YZJIAXT EbHD,Epic,User7,Medium,2023-11-2
LTRVZ,UMnIo WkwF7KRCm,software,kpbfAJTpuk5D0YoLcAnX,kfVre7KRCca1LwRooarUWepomkSXslfHbLEkeAEacwK pKE OT,Task,User68,Low,2023-3-3
LTRVZ,UMnIo WkwF7KRCm,software,gVwndsdhwwPh5SAG5zFv,tlnk8n3ZPbr5 l22O1g7Osh5WcArmXvor5P4E c27VTLMI36Ta,Task,User44,High,2023-3-9
LTRVZ,UMnIo WkwF7KRCm,software,CQ NoLR8IR5HWFeev0es,OqymVLmS635TFbNya0LXIbtw4mXv9sIzGa9y53 80ubfjOBMm7,Task,User98,High,2023-7-1
LTRVZ,UMnIo WkwF7KRCm,software,QqnDfVGsCp ZNx9D52Pc,ju6or57oy5CskxlZF7rdyJL cv4ivySfLH19fnKOC2ngWBYJAq,Bug,User51,Low,2023-4-16
LTRVZ,UMnIo WkwF7KRCm,software,mzrNWkbMEMTvEu6N7N7c,QLZ8ivy6183hkd18TxTkryBo89XMQV9oMoPqiUGNJXxnLPkoy5,Story,User98,Medium,2023-6-28
LTRVZ,UMnIo WkwF7KRCm,software,24CZHtPzWyKI6bSpgHVx,Wb04brKZn3FCOTYs74JSIwvaptcGvn08L3FvlF3bWRsuADxCgQ,Story,User54,Low,2023-11-28
LTRVZ,UMnIo WkwF7KRCm,software,Qlsja240ZuxFRupeJCYn,SyR6Cn8feBj06hUZdG1CW9Us2kaKiCON4cpshoYldkXzC1KswI,Bug,User71,Medium,2023-6-20
LTRVZ,UMnIo WkwF7KRCm,software,tq ws aHOp 8IShgc6bV,3CpndZhLGFgpaDeFCGw wAjeuHJw tu8s7oFHiQw H6OlPLntt,Story,User85,Low,2023-3-9
LTRVZ,UMnIo WkwF7KRCm,software,wbGh98Vl6xjx7hInLUjw,jDpz6ro5F4c2bv7mmS9Kc7rgJmGUrGazJLP38fz8 hb8TTqpTi,Task,User34,Medium,2023-5-5
LTRVZ,UMnIo WkwF7KRCm,software,aNU5bx9wcJL3MBIJUhzQ,LGCqtGquY117V56KsKc0A0yrcvz8405g0GQHDwzmzOSiz1w1o2,Bug,User96,Low,2023-3-28
LTRVZ,UMnIo WkwF7KRCm,software,iJc1zhCY yflPbdL7XKS,3AwYiAbzTbKDAlSOzWduzjWEnbxrRsvJSWI8sXgnZL4MMGxZ3d,Story,User38,Low,2023-8-20
LTRVZ,UMnIo WkwF7KRCm,software,jV8P6jnHGAVIySe79qR1,bQP1d6f3V6G3YtFlwm6NBuUKYRyypm1WcBDz5a4OeNTFdke0d7,Story,User33,Low,2023-10-11
LTRVZ,UMnIo WkwF7KRCm,software,DojvluYbUwknqfnwAWLl,e dMFjBZKIIEUJTFPqip RreEqpJgJ61N1OXZF2jTnj65rdn1f,Task,User48,Low,2023-5-14
LTRVZ,UMnIo WkwF7KRCm,software,DP43tc5bw4crM4urRNty,CIXd4NRc8ykCNmQmK64ykBXTccvW63OV4W2aYi0cesP1S2TBjz,Epic,User11,Medium,2023-9-27
LTRVZ,UMnIo WkwF7KRCm,software,YUeU5Pc5yJ2VjUynv5sx,FXgBUZMLFLmoID1LQtFeFiTxgRQws9XMF 0SO1EVr9hTQzvhOb,Story,User39,Low,2023-3-18
LTRVZ,UMnIo WkwF7KRCm,software,VOOhC6JTdJC0jTiOHr9M,zponpuTx9rv HL7nIvm6G5HrMgGrcPiDMhAFTnkWSV1vMkit v,Task,User86,High,2023-1-24
LTRVZ,UMnIo WkwF7KRCm,software,0WS4oFHmq9AtfXMNKtXB,2NBtyOEny5Ro9x4R1maIk2H5jEPMu6c3XHJEmF8MEliSbJx3CU,Bug,User6,Medium,2023-1-24
